ID,burn_area
236_2014-10-01,0.0238858032726816
237_2014-10-01,0.0097570559364363
238_2014-10-01,0.0220506701378844
239_2014-10-01,0.010172041170309
240_2014-10-01,0.0109253917724471
241_2014-10-01,0.0012294933764057
242_2014-10-01,0.0
243_2014-10-01,0.0
244_2014-10-01,0.0003073748261222
245_2014-10-01,0.0037594302155012
246_2014-10-01,0.0090257646527045
247_2014-10-01,0.0027664101157793
248_2014-10-01,0.0049614032719225
249_2014-10-01,0.0030736963911188
250_2014-10-01,0.0061988426737827
251_2014-10-01,0.0070349357152426
252_2014-10-01,0.0073267491438263
253_2014-10-01,0.0125009643015563
254_2014-10-01,0.0126636749246941
255_2014-10-01,0.0219282173921428
256_2014-10-01,0.0170243594318061
257_2014-10-01,0.0235425860321141
258_2014-10-01,0.0185069114647869
259_2014-10-01,0.0221242404774159
260_2014-10-01,0.0240201727022453
261_2014-10-01,0.0261782502832622
262_2014-10-01,0.0264190697517441
263_2014-10-01,0.0106085608590993
264_2014-10-01,0.006032077052431
265_2014-10-01,0.0046105723739324
266_2014-10-01,0.015098114844993
267_2014-10-01,0.0146086755282988
268_2014-10-01,0.0
269_2014-10-01,0.0
270_2014-10-01,0.0055652588984475
271_2014-10-01,0.003260678269297
272_2014-10-01,0.0031883065692374
273_2014-10-01,0.0027664101157793
274_2014-10-01,0.003260678269297
275_2014-10-01,0.0003073711211416
276_2014-10-01,0.0107585079606931
277_2014-10-01,0.0136169371653919
278_2014-10-01,0.0209639916442968
279_2014-10-01,0.0124963235471381
280_2014-10-01,0.0144322217159553
281_2014-10-01,0.0154877390239433
282_2014-10-01,0.0219276887695326
283_2014-10-01,0.0215875380756244
284_2014-10-01,0.0149388296269511
285_2014-10-01,0.0141389693137356
286_2014-10-01,0.0352695144882117
287_2014-10-01,0.0461366548574638
288_2014-10-01,0.0261782502832622
289_2014-10-01,0.015098114844993
290_2014-10-01,0.0110660406357548
291_2014-10-01,0.0027663267520069
292_2014-10-01,0.0010883976568714
293_2014-10-01,0.0039414923430183
294_2014-10-01,0.0055518256779772
295_2014-10-01,0.0109253917724471
296_2014-10-01,0.0
297_2014-10-01,0.0024590134293473
298_2014-10-01,0.0111544775813563
299_2014-10-01,0.003260678269297
300_2014-10-01,0.002049170447587
301_2014-10-01,0.0006147726245366
302_2014-10-01,0.002049170447587
303_2014-10-01,0.0147112886992472
304_2014-10-01,0.0132932494690173
305_2014-10-01,0.0132932494690173
306_2014-10-01,0.0156759271759464
307_2014-10-01,0.0219276887695326
308_2014-10-01,0.0253219944671797
309_2014-10-01,0.0219276887695326
310_2014-10-01,0.0240201727022453
311_2014-10-01,0.0193641938998871
312_2014-10-01,0.0384287623894248
313_2014-10-01,0.0267670637470032
314_2014-10-01,0.0261782502832622
315_2014-10-01,0.030900968879653
316_2014-10-01,0.0122954376693636
317_2014-10-01,0.0111771909608551
318_2014-10-01,0.0034183418872236
319_2014-10-01,0.0
320_2014-10-01,0.0
321_2014-10-01,0.0
322_2014-10-01,0.0116985639877095
323_2014-10-01,0.00799188997952
324_2014-10-01,0.002630170539197
325_2014-10-01,0.003260678269297
326_2014-10-01,0.0005279360112626
327_2014-10-01,0.0006147422421939
328_2014-10-01,0.0006147726245366
329_2014-10-01,0.0253219944671797
330_2014-10-01,0.0116799055000421
331_2014-10-01,0.0132932494690173
332_2014-10-01,0.0235709188740923
333_2014-10-01,0.0225602700096432
334_2014-10-01,0.0328663793103448
335_2014-10-01,0.0540975129367548
336_2014-10-01,0.0510607881449195
337_2014-10-01,0.0181886123784783
338_2014-10-01,0.0181886123784783
339_2014-10-01,0.0164956431492756
340_2014-10-01,0.0185069114647869
341_2014-10-01,0.0220517067020554
342_2014-10-01,0.0156756626447934
343_2014-10-01,0.0084554746637095
344_2014-10-01,0.0023371751880949
345_2014-10-01,0.0
346_2014-10-01,0.0
347_2014-10-01,0.0003073714915954
348_2014-10-01,0.0089130749204512
349_2014-10-01,0.0107585079606931
350_2014-10-01,0.0024590134293473
351_2014-10-01,0.0003073748261222
352_2014-10-01,0.0
353_2014-10-01,0.0027662567303207
354_2014-10-01,0.0110654137114699
355_2014-10-01,0.0187492993873179
356_2014-10-01,0.0175203439700966
357_2014-10-01,0.0430459026115382
358_2014-10-01,0.0384287623894248
359_2014-10-01,0.0355262095291819
360_2014-10-01,0.0470794992394089
361_2014-10-01,0.0193921744234962
362_2014-10-01,0.0144322217159553
363_2014-10-01,0.0111883357802544
364_2014-10-01,0.0114137418124573
365_2014-10-01,0.0185069114647869
366_2014-10-01,0.0164956431492756
367_2014-10-01,0.0092213114754098
368_2014-10-01,0.0084554746637095
369_2014-10-01,0.0006147274226287
370_2014-10-01,0.0
371_2014-10-01,0.0
372_2014-10-01,0.0049179497935184
373_2014-10-01,0.0109253917724471
374_2014-10-01,0.0133828485470876
375_2014-10-01,0.0
376_2014-10-01,0.0020780423009376
377_2014-10-01,0.0126636749246941
378_2014-10-01,0.0085197993724663
379_2014-10-01,0.0200303523061364
380_2014-10-01,0.0162906694181404
381_2014-10-01,0.0303554080213298
382_2014-10-01,0.0328663793103448
383_2014-10-01,0.0312032526793258
384_2014-10-01,0.0175203439700966
385_2014-10-01,0.0226147856169915
386_2014-10-01,0.0083987628458402
387_2014-10-01,0.0018442445106604
388_2014-10-01,0.0030736704567233
389_2014-10-01,0.0098363264213853
390_2014-10-01,0.0171403362013061
391_2014-10-01,0.0111883357802544
392_2014-10-01,0.0076482365661647
393_2014-10-01,0.0
394_2014-10-01,0.0006147563214428
395_2014-10-01,0.0
396_2014-10-01,0.0064547157393813
397_2014-10-01,0.0197375954486009
398_2014-10-01,0.0161257857086896
399_2014-10-01,0.0134280448453303
400_2014-10-01,0.0184425784894443
401_2014-10-01,0.0345778181717367
402_2014-10-01,0.0430459026115382
403_2014-10-01,0.0316625362814962
404_2014-10-01,0.027307510559916603
405_2014-10-01,0.025519471675098
406_2014-10-01,0.0273075105599166
407_2014-10-01,0.0164956431492756
408_2014-10-01,0.0067621728151009
409_2014-10-01,0.0009220855767735
410_2014-10-01,0.0060706002613395
411_2014-10-01,0.0024927615892922
412_2014-10-01,0.0041055683126307
413_2014-10-01,0.0003266488837889
414_2014-10-01,0.0
415_2014-10-01,0.0019971988592945
416_2014-10-01,0.0013114121787763
417_2014-10-01,0.0012295067146736
418_2014-10-01,0.012601790647554798
419_2014-10-01,0.0301535338827993
420_2014-10-01,0.0166917179041817
421_2014-10-01,0.010143210317025
422_2014-10-01,0.0187492993873179
423_2014-10-01,0.0328432619300464
424_2014-10-01,0.0228692032964052
425_2014-10-01,0.0085197993724663
426_2014-10-01,0.0085197993724663
427_2014-10-01,0.0134280448453303
428_2014-10-01,0.0064547157393813
429_2014-10-01,0.0067621728151009
430_2014-10-01,0.0012295600706394
431_2014-10-01,0.0
432_2014-10-01,0.0
433_2014-10-01,0.0027663267520069
434_2014-10-01,0.0017888117299762
435_2014-10-01,0.0012295600706394
436_2014-10-01,0.0015368333759227
437_2014-10-01,0.0015368333759227
438_2014-10-01,0.0033807929978413
439_2014-10-01,0.0064547157393813
440_2014-10-01,0.0018394517806881
441_2014-10-01,0.0067190221616832
442_2014-10-01,0.0049180920695765
443_2014-10-01,0.0067190221616832
444_2014-10-01,0.0060706002613395
445_2014-10-01,0.0067619445954464
446_2014-10-01,0.0064547157393813
447_2014-10-01,0.0036112048599392
448_2014-10-01,0.0020780423009376
449_2014-10-01,0.0006147296455179
450_2014-10-01,0.0
451_2014-10-01,0.0
452_2014-10-01,0.0003073714915954
453_2014-10-01,0.0013114121787763
454_2014-10-01,0.0012295600706394
455_2014-10-01,0.0043033461228297
456_2014-10-01,0.0041632565489327
457_2014-10-01,0.0049563247983781
458_2014-10-01,0.0038368258131708
459_2014-10-01,0.0041632565489327
460_2014-10-01,0.0
461_2014-10-01,0.0
462_2014-10-01,0.0012294518814229
463_2014-10-01,0.0017790916681229
464_2014-10-01,0.001579034281919
465_2014-10-01,0.0039957282470866
466_2014-10-01,0.0061988426737827
467_2014-10-01,0.0060706002613395
468_2014-10-01,0.0006147274226287
469_2014-10-01,0.0
470_2014-10-01,0.0
471_2014-10-01,0.0
472_2014-10-01,0.0
473_2014-10-01,0.0030739520535807
474_2014-10-01,0.0030739520535807
475_2014-10-01,0.0009220955797269
476_2014-10-01,0.0035872147615816
477_2014-10-01,0.0012295037505891
478_2014-10-01,0.0027663200831221
479_2014-10-01,0.0
480_2014-10-01,0.0
481_2014-10-01,0.0024589986089782
482_2014-10-01,0.0024589986089782
483_2014-10-01,0.0
484_2014-10-01,0.0
485_2014-10-01,0.001579034281919
486_2014-10-01,0.0003929505159584
487_2014-10-01,0.0
488_2014-10-01,0.0
489_2014-10-01,0.0
490_2014-10-01,0.0003073714915954
491_2014-10-01,0.0012295600706394
492_2014-10-01,0.0030739520535807
493_2014-10-01,0.000614733350369
494_2014-10-01,0.0004797521682266
495_2014-10-01,0.0019635898134408
496_2014-10-01,0.0073770758573138
497_2014-10-01,0.0
498_2014-10-01,0.0
499_2014-10-01,0.0
500_2014-10-01,0.0
501_2014-10-01,0.0
502_2014-10-01,0.0
503_2014-10-01,0.0
504_2014-10-01,0.0
505_2014-10-01,0.0
506_2014-10-01,0.0
507_2014-10-01,0.0009703085581214
508_2014-10-01,0.0015176628715049
509_2014-10-01,0.0012295600706394
510_2014-10-01,0.0006147459471969
511_2014-10-01,0.0013102779066894
512_2014-10-01,0.0
513_2014-10-01,0.0
514_2014-10-01,0.0
515_2014-10-01,0.0
516_2014-10-01,0.0
517_2014-10-01,0.0
518_2014-10-01,0.0
519_2014-10-01,0.0
520_2014-10-01,0.0
521_2014-10-01,0.0039849905919989
522_2014-10-01,0.0015368574579774
523_2014-10-01,0.0
524_2014-10-01,0.0
525_2014-10-01,0.0
526_2014-10-01,0.0
527_2014-10-01,0.0
528_2014-10-01,0.0
529_2014-10-01,0.0
530_2014-10-01,0.0
531_2014-10-01,0.0012294904123855
532_2014-10-01,0.0
0_2014-11-01,0.0051589822340562
1_2014-11-01,0.0018441822678861
2_2014-11-01,0.0058398260467089
3_2014-11-01,0.0153678891872737
4_2014-11-01,0.04213439468872301
5_2014-11-01,0.0055508946523367
6_2014-11-01,0.0097669889305847
7_2014-11-01,0.0133945522552679
8_2014-11-01,0.0305196378482564
9_2014-11-01,0.0090138196633378
10_2014-11-01,0.0090138196633378
11_2014-11-01,0.0091919719106066
12_2014-11-01,0.0125201446922276
13_2014-11-01,0.0101322031937051
14_2014-11-01,0.0101322031937051
15_2014-11-01,0.0236410295353157
16_2014-11-01,0.016905819218029
17_2014-11-01,0.021794893430312
18_2014-11-01,0.0320151589849169
19_2014-11-01,0.0316924964772051
20_2014-11-01,0.0313391961737252
21_2014-11-01,0.0146773609339433
22_2014-11-01,0.0116804686652442
23_2014-11-01,0.0092210335995178
24_2014-11-01,0.0085193886000744
25_2014-11-01,0.0092210335995178
26_2014-11-01,0.0070693824023605
27_2014-11-01,0.001536918592737
28_2014-11-01,0.0089067593266045
29_2014-11-01,0.018694287447172
30_2014-11-01,0.034507199296042
31_2014-11-01,0.0382505625791739
32_2014-11-01,0.0344256900506621
33_2014-11-01,0.0244616248767516
34_2014-11-01,0.0193921744234962
35_2014-11-01,0.0350291638491218
36_2014-11-01,0.0326692525957729
37_2014-11-01,0.0625790283833188
38_2014-11-01,0.0171576249816177
39_2014-11-01,0.0089141600739652
40_2014-11-01,0.0061472297689846
41_2014-11-01,0.0039958149413344
42_2014-11-01,0.0006147229768984
43_2014-11-01,0.0036884712371566
44_2014-11-01,0.0061474076020529
45_2014-11-01,0.0133643847043068
46_2014-11-01,0.0168693170313087
47_2014-11-01,0.0205863093008701
48_2014-11-01,0.0215875380756244
49_2014-11-01,0.0215875380756244
50_2014-11-01,0.0184386289094847
51_2014-11-01,0.0276395325711599
52_2014-11-01,0.0249916830995762
53_2014-11-01,0.0244616248767516
54_2014-11-01,0.0243987989841266
55_2014-11-01,0.0253605501214389
56_2014-11-01,0.0122945929103591
57_2014-11-01,0.0146086755282988
58_2014-11-01,0.0102866000580986
59_2014-11-01,0.0033809559969481
60_2014-11-01,0.0012295808214323
61_2014-11-01,0.0032460018610571003
62_2014-11-01,0.0
63_2014-11-01,0.0018441822678861
64_2014-11-01,0.0039956656369139
65_2014-11-01,0.0052252901633159
66_2014-11-01,0.0061474076020529
67_2014-11-01,0.0061474076020529
68_2014-11-01,0.0149783569612715
69_2014-11-01,0.0168693170313087
70_2014-11-01,0.0220506701378844
71_2014-11-01,0.0193921744234962
72_2014-11-01,0.0184386289094847
73_2014-11-01,0.0221298937982057
74_2014-11-01,0.0150618929888364
75_2014-11-01,0.0164435540834062
76_2014-11-01,0.0193921744234962
77_2014-11-01,0.0168693170313087
78_2014-11-01,0.0104508574645279
79_2014-11-01,0.0061472075405745
80_2014-11-01,0.0041632565489327
81_2014-11-01,0.0003073570428154
82_2014-11-01,0.0003073570428154
83_2014-11-01,0.0012294741105297
84_2014-11-01,0.0006147904107161
85_2014-11-01,0.0
86_2014-11-01,0.0009221111403079
87_2014-11-01,0.0009221111403079
88_2014-11-01,0.0018443089808203
89_2014-11-01,0.0039958149413344
90_2014-11-01,0.0107585079606931
91_2014-11-01,0.0149783569612715
92_2014-11-01,0.0168693170313087
93_2014-11-01,0.0149783569612715
94_2014-11-01,0.0155361409040831
95_2014-11-01,0.0121154481305493
96_2014-11-01,0.0170391879626381
97_2014-11-01,0.0152042949059464
98_2014-11-01,0.0084313373342509
99_2014-11-01,0.0122945929103591
100_2014-11-01,0.0062839784466651
101_2014-11-01,0.0027663067454491
102_2014-11-01,0.0043031541999749
103_2014-11-01,0.0009221322590793
104_2014-11-01,0.0006147385372356
105_2014-11-01,0.0
106_2014-11-01,0.0012294741105297
107_2014-11-01,0.000614733350369
108_2014-11-01,0.0009221011370169
109_2014-11-01,0.0009221011370169
110_2014-11-01,0.0006147904107161
111_2014-11-01,0.0007436915789283
112_2014-11-01,0.0039958149413344
113_2014-11-01,0.0053879570120584
114_2014-11-01,0.0070695102209568
115_2014-11-01,0.0168693170313087
116_2014-11-01,0.0129625924220544
117_2014-11-01,0.0113295700693949
118_2014-11-01,0.007991687680506
119_2014-11-01,0.0122954376693636
120_2014-11-01,0.0134084515191182
121_2014-11-01,0.0084313373342509
122_2014-11-01,0.0159832597653377
123_2014-11-01,0.0055329269424611
124_2014-11-01,0.007991687680506
125_2014-11-01,0.0015850668620979
126_2014-11-01,0.0030400046287144
127_2014-11-01,0.0052253909400038
128_2014-11-01,0.0046105723739324
129_2014-11-01,0.0067619934983613
130_2014-11-01,0.0006147844818753
131_2014-11-01,0.0009221011370169
132_2014-11-01,0.0006147229768984
133_2014-11-01,0.0003073763081574
134_2014-11-01,0.0
135_2014-11-01,0.0
136_2014-11-01,0.0009220644601402
137_2014-11-01,0.0009221011370169
138_2014-11-01,0.0052660950982767
139_2014-11-01,0.0072705883487375
140_2014-11-01,0.0076842317154459
141_2014-11-01,0.0070695102209568
142_2014-11-01,0.0141385773433215
143_2014-11-01,0.0084313373342509
144_2014-11-01,0.0076839353320002
145_2014-11-01,0.0036885646059323005
146_2014-11-01,0.0056096349759655
147_2014-11-01,0.0055373815441507
148_2014-11-01,0.0084313373342509
149_2014-11-01,0.0055373815441507
150_2014-11-01,0.0099020045080337
151_2014-11-01,0.0009221322590793
152_2014-11-01,0.001468088953173
153_2014-11-01,0.0012294711466023
154_2014-11-01,0.0030738557120074
155_2014-11-01,0.0006147570624737
156_2014-11-01,0.0026023209955113
157_2014-11-01,0.002525261656885
158_2014-11-01,0.0003411130410046
159_2014-11-01,0.0003411130410046
160_2014-11-01,0.000614733350369
161_2014-11-01,0.0
162_2014-11-01,0.0
163_2014-11-01,0.0
164_2014-11-01,0.0
165_2014-11-01,0.0006147229768984
166_2014-11-01,0.0009221011370169
167_2014-11-01,0.0090257646527045
168_2014-11-01,0.000614731127453
169_2014-11-01,0.0018443089808203
170_2014-11-01,0.0039958149413344
171_2014-11-01,0.007991687680506
172_2014-11-01,0.0076839353320002
173_2014-11-01,0.0076839353320002
174_2014-11-01,0.007991687680506
175_2014-11-01,0.007991687680506
176_2014-11-01,0.009220844653477
177_2014-11-01,0.011876736519186798
178_2014-11-01,0.0064242796791476
179_2014-11-01,0.0033702664390893
180_2014-11-01,0.0030737149159549
181_2014-11-01,0.0055373815441507
182_2014-11-01,0.0064242796791476
183_2014-11-01,0.0036886979980977
184_2014-11-01,0.0006147904107161
185_2014-11-01,0.000307364081795
186_2014-11-01,0.0006147904107161
187_2014-11-01,0.0006147904107161
188_2014-11-01,0.0012294548452574
189_2014-11-01,0.0007436915789283
190_2014-11-01,0.0011282409807017
191_2014-11-01,0.0036885646059323005
192_2014-11-01,0.0007436915789283
193_2014-11-01,0.0003266488837889
194_2014-11-01,0.0003266488837889
195_2014-11-01,0.0012294755924987
196_2014-11-01,0.003260678269297
197_2014-11-01,0.0009221111403079
198_2014-11-01,0.0009221011370169
199_2014-11-01,0.000614733350369
200_2014-11-01,0.0092210335995178
201_2014-11-01,0.0043031541999749
202_2014-11-01,0.0039955885809332
203_2014-11-01,0.0036884890213209
204_2014-11-01,0.0084554746637095
205_2014-11-01,0.0128104527894797
206_2014-11-01,0.0073767023970666
207_2014-11-01,0.0064242796791476
208_2014-11-01,0.0091381939380058
209_2014-11-01,0.0030737149159549
210_2014-11-01,0.0012294785564475
211_2014-11-01,0.0031315693043528
212_2014-11-01,0.0093351704717371
213_2014-11-01,0.0018443134272044
214_2014-11-01,0.0003073763081574
215_2014-11-01,0.0006147229768984
216_2014-11-01,0.000614733350369
217_2014-11-01,0.0015369222980303
218_2014-11-01,0.0003266488837889
219_2014-11-01,0.0006147422421939
220_2014-11-01,0.0007436915789283
221_2014-11-01,0.00030737149177410003
222_2014-11-01,0.00030737149177410003
223_2014-11-01,0.0009221011370169
224_2014-11-01,0.0012294755924987
225_2014-11-01,0.0018333407663388
226_2014-11-01,0.0076839353320002
227_2014-11-01,0.000614733350369
228_2014-11-01,0.0049179379375518
229_2014-11-01,0.0076839353320002
230_2014-11-01,0.0018443134272044
231_2014-11-01,0.0043031541999749
232_2014-11-01,0.0043031541999749
233_2014-11-01,0.0058095807459405
234_2014-11-01,0.009220844653477
235_2014-11-01,0.0086061631699608
236_2014-11-01,0.0067620261006975
237_2014-11-01,0.0023430720277697
238_2014-11-01,0.0033702664390893
239_2014-11-01,0.0024589067266768
240_2014-11-01,0.0009220933568296
241_2014-11-01,0.0
242_2014-11-01,0.0009221111403079
243_2014-11-01,0.0006147570624737
244_2014-11-01,0.002026223991167
245_2014-11-01,0.0012294963404403
246_2014-11-01,0.0009221111403079
247_2014-11-01,0.0006147422421939
248_2014-11-01,0.0003266488837889
249_2014-11-01,0.0
250_2014-11-01,0.0
251_2014-11-01,0.0006147422421939
252_2014-11-01,0.0006147837407782
253_2014-11-01,0.0021516134087101
254_2014-11-01,0.0009221111403079
255_2014-11-01,0.0036884890213209
256_2014-11-01,0.0076839353320002
257_2014-11-01,0.0046163371265745
258_2014-11-01,0.0039955885809332
259_2014-11-01,0.0036884890213209
260_2014-11-01,0.0033665691129036
261_2014-11-01,0.0070693824023605
262_2014-11-01,0.007991687680506
263_2014-11-01,0.0027663034110509
264_2014-11-01,0.005532920272909099
265_2014-11-01,0.0009221322590793
266_2014-11-01,0.0055329269424611
267_2014-11-01,0.0056096349759655
268_2014-11-01,0.0006183315414173
269_2014-11-01,0.0003073763081574
270_2014-11-01,0.0018443089808203
271_2014-11-01,0.0018443134272044
272_2014-11-01,0.0012294711466023
273_2014-11-01,0.0
274_2014-11-01,0.0
275_2014-11-01,4.339205322758528e-05
276_2014-11-01,0.0009221011370169
277_2014-11-01,0.0009221011370169
278_2014-11-01,0.0030736371131435
279_2014-11-01,0.002539511888218
280_2014-11-01,0.0030736371131435
281_2014-11-01,0.005840086498370899
282_2014-11-01,0.0032026672420297
283_2014-11-01,0.0036885646059323005
284_2014-11-01,0.0036884890213209
285_2014-11-01,0.0055373815441507
286_2014-11-01,0.0061473112745304
287_2014-11-01,0.0058095807459405
288_2014-11-01,0.0069151308414594
289_2014-11-01,0.0072910263364069
290_2014-11-01,0.0018442022740339
291_2014-11-01,0.0003073670456723
292_2014-11-01,0.0006147229768984
293_2014-11-01,0.0006147229768984
294_2014-11-01,0.0011667823806217
295_2014-11-01,0.0024589185820718
296_2014-11-01,0.0012294711466023
297_2014-11-01,0.0006147570624737
298_2014-11-01,0.0012294726285642
299_2014-11-01,0.0006147570624737
300_2014-11-01,9.04049054907118e-05
301_2014-11-01,9.04049054907118e-05
302_2014-11-01,0.0
303_2014-11-01,0.0018443089808203
304_2014-11-01,0.0039964074527272
305_2014-11-01,0.0030738557120074
306_2014-11-01,0.0036885646059323005
307_2014-11-01,0.0039955885809332
308_2014-11-01,0.0039955885809332
309_2014-11-01,0.0039414923430183
310_2014-11-01,0.0043031541999749
311_2014-11-01,0.0049178668029526
312_2014-11-01,0.005225283864902
313_2014-11-01,0.003381029351674
314_2014-11-01,0.005225283864902
315_2014-11-01,0.0067618712424004
316_2014-11-01,0.0023371751880949
317_2014-11-01,0.002459019357545
318_2014-11-01,0.0
319_2014-11-01,0.0
320_2014-11-01,0.0
321_2014-11-01,0.0
322_2014-11-01,0.0013392028428226
323_2014-11-01,0.0009221378168115
324_2014-11-01,0.0010751703156565
325_2014-11-01,0.0006183315414173
326_2014-11-01,0.0
327_2014-11-01,0.0006147407602052
328_2014-11-01,0.0009221111403079
329_2014-11-01,0.0070693057134213
330_2014-11-01,0.0024589067266768
331_2014-11-01,0.0049178668029526
332_2014-11-01,0.0036885646059323005
333_2014-11-01,0.0043031541999749
334_2014-11-01,0.0058095807459405
335_2014-11-01,0.0051615920654685
336_2014-11-01,0.0066417070271912
337_2014-11-01,0.0061473112745304
338_2014-11-01,0.0036885646059323005
339_2014-11-01,0.0033702664390893
340_2014-11-01,0.0067621320604614
341_2014-11-01,0.0061522290982114
342_2014-11-01,0.0039957764100932
343_2014-11-01,0.0018442356185783
344_2014-11-01,4.339205322758528e-05
345_2014-11-01,0.0
346_2014-11-01,0.0
347_2014-11-01,0.0
348_2014-11-01,0.0021515693197063
349_2014-11-01,0.0
350_2014-11-01,0.0006183315414173
351_2014-11-01,0.0006147407602052
352_2014-11-01,0.0006147407602052
353_2014-11-01,0.0018394517806881
354_2014-11-01,0.0018443134272044
355_2014-11-01,0.0018443134272044
356_2014-11-01,0.002459019357545
357_2014-11-01,0.0039414923430183
358_2014-11-01,0.0039955885809332
359_2014-11-01,0.0043031541999749
360_2014-11-01,0.0064549724985625
361_2014-11-01,0.0043031541999749
362_2014-11-01,0.0019490545819657
363_2014-11-01,0.0004496007232183
364_2014-11-01,0.0018443089808203
365_2014-11-01,0.002459019357545
366_2014-11-01,0.001229447435698
367_2014-11-01,0.000614733350369
368_2014-11-01,0.0003073789017532
369_2014-11-01,0.0
370_2014-11-01,0.0
371_2014-11-01,0.0
372_2014-11-01,0.0009221322590793
373_2014-11-01,0.0012294533633384
374_2014-11-01,0.0009221322590793
375_2014-11-01,0.0026023209955113
376_2014-11-01,0.0015790495086263
377_2014-11-01,0.0018443134272044
378_2014-11-01,0.0021518105345892
379_2014-11-01,0.0024589986089782
380_2014-11-01,0.0039955885809332
381_2014-11-01,0.0043031541999749
382_2014-11-01,0.0043031541999749
383_2014-11-01,0.0046105723739324
384_2014-11-01,0.0030736704567233
385_2014-11-01,0.0030736704567233
386_2014-11-01,0.0
387_2014-11-01,0.0
388_2014-11-01,0.0
389_2014-11-01,0.0043031541999749
390_2014-11-01,0.0043031541999749
391_2014-11-01,0.0009221322590793
392_2014-11-01,0.0015368333759227
393_2014-11-01,0.0015176628715049
394_2014-11-01,0.0
395_2014-11-01,0.0
396_2014-11-01,0.0009703085581214
397_2014-11-01,0.0031315693043528
398_2014-11-01,0.0027664201197697
399_2014-11-01,0.002459019357545
400_2014-11-01,0.0043031541999749
401_2014-11-01,0.0058095807459405
402_2014-11-01,0.0036884890213209
403_2014-11-01,0.0030736704567233
404_2014-11-01,0.0036885646059323005
405_2014-11-01,0.0019768396361168
406_2014-11-01,0.0021518105345892
407_2014-11-01,0.0018442734105195
408_2014-11-01,0.0030736889812468
409_2014-11-01,0.0
410_2014-11-01,0.0
411_2014-11-01,4.339205322758528e-05
412_2014-11-01,0.0036883734273185
413_2014-11-01,0.0
414_2014-11-01,0.0
415_2014-11-01,0.0
416_2014-11-01,0.0
417_2014-11-01,0.002539511888218
418_2014-11-01,0.0027663000766608
419_2014-11-01,0.0024587585438846
420_2014-11-01,0.0017044030009064
421_2014-11-01,0.0028989210709976
422_2014-11-01,0.0020938255651641
423_2014-11-01,0.0023131016294167
424_2014-11-01,0.0012294355805888
425_2014-11-01,0.0009221011370169
426_2014-11-01,0.0
427_2014-11-01,0.0009221344821642
428_2014-11-01,0.0
429_2014-11-01,0.0012294355805888
430_2014-11-01,0.0
431_2014-11-01,0.0
432_2014-11-01,0.0
433_2014-11-01,0.0
434_2014-11-01,0.0
435_2014-11-01,0.0
436_2014-11-01,0.0
437_2014-11-01,0.0
438_2014-11-01,0.0003073570428154
439_2014-11-01,0.0006147385372356
440_2014-11-01,0.0
441_2014-11-01,0.0
442_2014-11-01,0.0
443_2014-11-01,0.0
444_2014-11-01,0.0
445_2014-11-01,0.0
446_2014-11-01,0.0
447_2014-11-01,0.0
448_2014-11-01,0.0
449_2014-11-01,0.0
450_2014-11-01,0.0
451_2014-11-01,0.0
452_2014-11-01,0.0
453_2014-11-01,0.0
454_2014-11-01,0.0
455_2014-11-01,0.0
456_2014-11-01,0.0022901416633419
457_2014-11-01,0.0021516134087101
458_2014-11-01,0.0009220711284463
459_2014-11-01,0.0
460_2014-11-01,0.0
461_2014-11-01,0.0
462_2014-11-01,0.0
463_2014-11-01,0.0
464_2014-11-01,0.0
465_2014-11-01,0.0
466_2014-11-01,0.0
467_2014-11-01,0.0
468_2014-11-01,0.0
469_2014-11-01,0.0
470_2014-11-01,0.0
471_2014-11-01,0.0
472_2014-11-01,0.0
473_2014-11-01,0.0
474_2014-11-01,0.0
475_2014-11-01,0.0005134769622413
476_2014-11-01,0.0021516082216747
477_2014-11-01,0.0015368018851436
478_2014-11-01,0.0
479_2014-11-01,0.0
480_2014-11-01,0.0
481_2014-11-01,0.0
482_2014-11-01,0.0
483_2014-11-01,0.0
484_2014-11-01,0.0
485_2014-11-01,0.0
486_2014-11-01,0.0
487_2014-11-01,0.0
488_2014-11-01,0.0
489_2014-11-01,0.0
490_2014-11-01,0.0
491_2014-11-01,0.0004218737946463
492_2014-11-01,0.0006147229768984
493_2014-11-01,0.0
494_2014-11-01,0.0001964740738597
495_2014-11-01,0.0
496_2014-11-01,0.0024494204324094
497_2014-11-01,0.0
498_2014-11-01,0.0
499_2014-11-01,0.0
500_2014-11-01,0.0
501_2014-11-01,0.0
502_2014-11-01,0.0
503_2014-11-01,0.0
504_2014-11-01,0.0
505_2014-11-01,0.0
506_2014-11-01,0.0
507_2014-11-01,0.0
508_2014-11-01,0.0
509_2014-11-01,0.0
510_2014-11-01,0.0
511_2014-11-01,0.0009703085581214
512_2014-11-01,0.0
513_2014-11-01,0.0
514_2014-11-01,0.0
515_2014-11-01,0.0
516_2014-11-01,0.0
517_2014-11-01,0.0
518_2014-11-01,0.0
519_2014-11-01,0.0
520_2014-11-01,0.0
521_2014-11-01,0.0
522_2014-11-01,0.0
523_2014-11-01,0.0
524_2014-11-01,0.0
525_2014-11-01,0.0
526_2014-11-01,0.0
527_2014-11-01,0.0
528_2014-11-01,0.0
529_2014-11-01,0.0
530_2014-11-01,0.0
531_2014-11-01,0.0018442356185783
532_2014-11-01,0.0003748817193931
0_2014-12-01,0.0
1_2014-12-01,0.0
