ID,burn_area
75_2014-09-01,0.0587261063578965
76_2014-09-01,0.1169736631159466
77_2014-09-01,0.0660087489316973
78_2014-09-01,0.0869590897749147
79_2014-09-01,0.028594950471419505
80_2014-09-01,0.0029000040980939
81_2014-09-01,0.0050711858522714
82_2014-09-01,0.0030736630469764
83_2014-09-01,0.0159833368289349
84_2014-09-01,0.0395524762786392
85_2014-09-01,0.0501761613814234
86_2014-09-01,0.0263108411079771
87_2014-09-01,0.0263108411079771
88_2014-09-01,0.0416767116682738
89_2014-09-01,0.0674295528335656
90_2014-09-01,0.0679108102602673
91_2014-09-01,0.0765228941890332
92_2014-09-01,0.0933978503956371
93_2014-09-01,0.0864946175903727
94_2014-09-01,0.0813756710693476
95_2014-09-01,0.122950454115364
96_2014-09-01,0.0535047388051604
97_2014-09-01,0.0547854061475079
98_2014-09-01,0.051732492460349
99_2014-09-01,0.0347153419103201
100_2014-09-01,0.0062839784466651
101_2014-09-01,0.0015367518730293
102_2014-09-01,0.0003073800133077
103_2014-09-01,0.0071550140544918
104_2014-09-01,0.0066511016263739
105_2014-09-01,0.011878803658020598
106_2014-09-01,0.0328821514972896
107_2014-09-01,0.1126508463789637
108_2014-09-01,0.0365805590745653
109_2014-09-01,0.0363175024108003
110_2014-09-01,0.0241860341774639
111_2014-09-01,0.0158028590024829
112_2014-09-01,0.0687975081786994
113_2014-09-01,0.0468044124949978
114_2014-09-01,0.047445602980401
115_2014-09-01,0.0870725504140399
116_2014-09-01,0.0706974882803695
117_2014-09-01,0.0671009968299121
118_2014-09-01,0.1011568845357395
119_2014-09-01,0.1034561317650235
120_2014-09-01,0.06384161041465762
121_2014-09-01,0.0258284212683373
122_2014-09-01,0.0124077913311797
123_2014-09-01,0.020901765319222
124_2014-09-01,0.010939645124469198
125_2014-09-01,0.0036883378613908
126_2014-09-01,0.0006147600266154
127_2014-09-01,0.0138409889520411
128_2014-09-01,0.0897044766656259
129_2014-09-01,0.0851092810545753
130_2014-09-01,0.0344818442067199
131_2014-09-01,0.0244995172657352
132_2014-09-01,0.0615796503273962
133_2014-09-01,0.0542911486696607
134_2014-09-01,0.0231524896640671
135_2014-09-01,0.0199786171542493
136_2014-09-01,0.0228654843169706
137_2014-09-01,0.0179510729903428
138_2014-09-01,0.0660087489316973
139_2014-09-01,0.0591111095039902
140_2014-09-01,0.082960452086367
141_2014-09-01,0.0931488421486576
142_2014-09-01,0.050714890108698
143_2014-09-01,0.085555173847795
144_2014-09-01,0.0835916783183067
145_2014-09-01,0.0094562733242688
146_2014-09-01,0.0558921909560459
147_2014-09-01,0.0580448249301154
148_2014-09-01,0.0232010395145717
149_2014-09-01,0.0361341215271415
150_2014-09-01,0.020901765319222
151_2014-09-01,0.0032748946838708
152_2014-09-01,0.0086066714963674
153_2014-09-01,0.1009999710712322
154_2014-09-01,0.119949227075036
155_2014-09-01,0.0741412188436439
156_2014-09-01,0.0230667981302598
157_2014-09-01,0.0191221690113341
158_2014-09-01,0.0190570784209022
159_2014-09-01,0.0190409953340702
160_2014-09-01,0.0190409953340702
161_2014-09-01,0.0191221690113341
162_2014-09-01,0.0110654137114699
163_2014-09-01,0.0184427118742134
164_2014-09-01,0.0082991403127275
165_2014-09-01,0.0063090950293877
166_2014-09-01,0.0082991403127275
167_2014-09-01,0.0181653152170375
168_2014-09-01,0.0215499946055309
169_2014-09-01,0.0411551998457162
170_2014-09-01,0.073042226765154
171_2014-09-01,0.0931488421486576
172_2014-09-01,0.0699222898166753
173_2014-09-01,0.0585662249500386
174_2014-09-01,0.0832745704280953
175_2014-09-01,0.0587663100798553
176_2014-09-01,0.051936718396866
177_2014-09-01,0.0566783465862451
178_2014-09-01,0.05614238101265061
179_2014-09-01,0.0572394590294351
180_2014-09-01,0.0230809472494039
181_2014-09-01,0.0230809472494039
182_2014-09-01,0.0077845776643615
183_2014-09-01,0.1009999710712322
184_2014-09-01,0.0851092810545753
185_2014-09-01,0.0079914853917334
186_2014-09-01,0.0260269514488211
187_2014-09-01,0.0139220533763088
188_2014-09-01,0.0230667981302598
189_2014-09-01,0.0227449420528304
190_2014-09-01,0.0110654137114699
191_2014-09-01,0.0135240685026614
192_2014-09-01,0.0018441622621723
193_2014-09-01,0.00011451191406060001
194_2014-09-01,0.0038273532194972
195_2014-09-01,0.0203703034028857
196_2014-09-01,0.0269940291815615
197_2014-09-01,0.0164401395929142
198_2014-09-01,0.029226450142299
199_2014-09-01,0.0555100190931708
200_2014-09-01,0.0678036174464771
201_2014-09-01,0.0640968926700087
202_2014-09-01,0.0458119332570745
203_2014-09-01,0.0462597120203654
204_2014-09-01,0.0891453105808301
205_2014-09-01,0.0463011400207802
206_2014-09-01,0.0728549783210604
207_2014-09-01,0.0572394590294351
208_2014-09-01,0.056487123390047
209_2014-09-01,0.0518739144217823
210_2014-09-01,0.0079917551123727
211_2014-09-01,0.0170895871402604
212_2014-09-01,0.0059014543902915
213_2014-09-01,0.0494893998640328
214_2014-09-01,0.013454758044588
215_2014-09-01,0.0190570784209022
216_2014-09-01,0.029492099921409
217_2014-09-01,0.014763545806408
218_2014-09-01,0.0101432714491317
219_2014-09-01,0.0227449420528304
220_2014-09-01,0.0132169582071705
221_2014-09-01,0.0116865661746535
222_2014-09-01,0.0147923858749108
223_2014-09-01,0.021971385485891
224_2014-09-01,0.0251432304693668
225_2014-09-01,0.02858551426202
226_2014-09-01,0.0366494860272704
227_2014-09-01,0.0164401395929142
228_2014-09-01,0.040462720350198
229_2014-09-01,0.0674295528335656
230_2014-09-01,0.0626691304719922
231_2014-09-01,0.0378863397752928
232_2014-09-01,0.1034561317650235
233_2014-09-01,0.1395421157559526
234_2014-09-01,0.1282872175647739
235_2014-09-01,0.0967606616818328
236_2014-09-01,0.0616449335713347
237_2014-09-01,0.0037173108076834
238_2014-09-01,0.038875817245569
239_2014-09-01,0.0037173108076834
240_2014-09-01,0.0006147214950026
241_2014-09-01,0.0633377369771074
242_2014-09-01,0.014763545806408
243_2014-09-01,0.0092217227624665
244_2014-09-01,0.0147923858749108
245_2014-09-01,0.013524394536241002
246_2014-09-01,0.0101432714491317
247_2014-09-01,0.0184427118742134
248_2014-09-01,0.0261268917135263
249_2014-09-01,0.0055652588984475
250_2014-09-01,0.0046107946840249
251_2014-09-01,0.0064822572770179
252_2014-09-01,0.0128861136669176
253_2014-09-01,0.0218653796548307
254_2014-09-01,0.021805265276703
255_2014-09-01,0.021971385485891
256_2014-09-01,0.043900145851665205
257_2014-09-01,0.0553273303680131
258_2014-09-01,0.0474680912357421
259_2014-09-01,0.0366494860272704
260_2014-09-01,0.1483503370201441
261_2014-09-01,0.088605184075296
262_2014-09-01,0.0728549783210604
263_2014-09-01,0.0098360892866183
264_2014-09-01,0.0024589096905148
265_2014-09-01,0.0
266_2014-09-01,0.027104690616958
267_2014-09-01,0.0371447686438072
268_2014-09-01,0.0
269_2014-09-01,0.0107964972171045
270_2014-09-01,0.0046106335070708
271_2014-09-01,0.0110654137114699
272_2014-09-01,0.0064822572770179
273_2014-09-01,0.0124963235471381
274_2014-09-01,0.0251432304693668
275_2014-09-01,0.0269940291815615
276_2014-09-01,0.0311118021630729
277_2014-09-01,0.0397374222687227
278_2014-09-01,0.0380207190678588
279_2014-09-01,0.0399480699199712
280_2014-09-01,0.021971385485891
281_2014-09-01,0.0227451613797526
282_2014-09-01,0.0457771678982933
283_2014-09-01,0.05662706875264759
284_2014-09-01,0.0578115714752371
285_2014-09-01,0.0579393425095436
286_2014-09-01,0.0739302706553565
287_2014-09-01,0.0955217008207342
288_2014-09-01,0.0577436300473241
289_2014-09-01,0.0065199467700407
290_2014-09-01,0.0027663200831221
291_2014-09-01,0.0
292_2014-09-01,0.0
293_2014-09-01,0.0078840950044898
294_2014-09-01,0.0146861533825523
295_2014-09-01,0.012192079186439301
296_2014-09-01,0.0030267635327429
297_2014-09-01,0.0055327135247724
298_2014-09-01,0.0110654137114699
299_2014-09-01,0.0184540541061777
300_2014-09-01,0.02064728577989
301_2014-09-01,0.0321844594659749
302_2014-09-01,0.0268609038417493
303_2014-09-01,0.0260880990149612
304_2014-09-01,0.03623442571773979
305_2014-09-01,0.0362344257177398
306_2014-09-01,0.0457771678982933
307_2014-09-01,0.0513320886122485
308_2014-09-01,0.0493861388525587
309_2014-09-01,0.0527983664593802
310_2014-09-01,0.06997766336901
311_2014-09-01,0.0518739144217823
312_2014-09-01,0.0739302706553565
313_2014-09-01,0.0428348609256196
314_2014-09-01,0.05723945902943509
315_2014-09-01,0.1063332244466971
316_2014-09-01,0.0103084830425936
317_2014-09-01,0.0037173108076834
318_2014-09-01,0.0
319_2014-09-01,0.0
320_2014-09-01,0.0
321_2014-09-01,0.0015260164101006
322_2014-09-01,0.0061123854455074
323_2014-09-01,0.0024589778607615
324_2014-09-01,0.0
325_2014-09-01,0.0018441622621723
326_2014-09-01,0.0033811597679355002
327_2014-09-01,0.0094137783483097
328_2014-09-01,0.0157428020765408
329_2014-09-01,0.0601866806805745
330_2014-09-01,0.0633161613507447
331_2014-09-01,0.0614450192614592
332_2014-09-01,0.0590142632769737
333_2014-09-01,0.0691930332067739
334_2014-09-01,0.0611627946221291
335_2014-09-01,0.0842007820297094
336_2014-09-01,0.080773940966028
337_2014-09-01,0.0346645163312191
338_2014-09-01,0.012562181108996298
339_2014-09-01,0.0098360892866183
340_2014-09-01,0.0311352993291988
341_2014-09-01,0.0489344186220305
342_2014-09-01,0.0036811147003519
343_2014-09-01,0.0
344_2014-09-01,0.0
345_2014-09-01,0.0
346_2014-09-01,0.0
347_2014-09-01,0.0
348_2014-09-01,0.0114003039920349
349_2014-09-01,0.0
350_2014-09-01,0.0
351_2014-09-01,0.0
352_2014-09-01,0.0012294904123855
353_2014-09-01,0.0064822572770179
354_2014-09-01,0.043804075571402
355_2014-09-01,0.0513320886122485
356_2014-09-01,0.0491033814398692
357_2014-09-01,0.0802261834733217
358_2014-09-01,0.1006310079855356
359_2014-09-01,0.1041707347059802
360_2014-09-01,0.0773665805591483
361_2014-09-01,0.0279456948996455
362_2014-09-01,0.0161823415396187
363_2014-09-01,0.0172614972179095
364_2014-09-01,0.0134614874654362
365_2014-09-01,0.0203703034028857
366_2014-09-01,0.0058733039243853
367_2014-09-01,0.0039789445008961
368_2014-09-01,0.0
369_2014-09-01,0.0
370_2014-09-01,0.0
371_2014-09-01,0.0
372_2014-09-01,0.0027663767696674
373_2014-09-01,0.0030736704567233
374_2014-09-01,0.013173405847936196
375_2014-09-01,0.0015368833933421
376_2014-09-01,0.0081058082183855
377_2014-09-01,0.0158550314472989
378_2014-09-01,0.034846326122751
379_2014-09-01,0.0595249288212902
380_2014-09-01,0.0449187650895398
381_2014-09-01,0.0967926233954077
382_2014-09-01,0.0585662249500386
383_2014-09-01,0.0611627946221291
384_2014-09-01,0.0428245470028602
385_2014-09-01,0.034846326122751
386_2014-09-01,0.0026965495815615
387_2014-09-01,0.0
388_2014-09-01,0.0015368593104745
389_2014-09-01,0.0197344551388294
390_2014-09-01,0.0322610973232871
391_2014-09-01,0.0196885558310501
392_2014-09-01,0.0008256563365205999
393_2014-09-01,0.0003073648227589
394_2014-09-01,0.0
395_2014-09-01,0.0006183561369737
396_2014-09-01,0.0084615013740899
397_2014-09-01,0.0083420317385319
398_2014-09-01,0.0399480699199712
399_2014-09-01,0.0493861388525587
400_2014-09-01,0.0932628434843296
401_2014-09-01,0.0935928822928833
402_2014-09-01,0.1282872175647739
403_2014-09-01,0.0933479421145126
404_2014-09-01,0.0474680912357421
405_2014-09-01,0.0335033310471433
406_2014-09-01,0.0258284212683373
407_2014-09-01,0.0220642302471859
408_2014-09-01,0.0082989102331529
409_2014-09-01,0.0
410_2014-09-01,0.0
411_2014-09-01,0.0
412_2014-09-01,0.0009220978026349
413_2014-09-01,0.0
414_2014-09-01,0.0
415_2014-09-01,0.0012922123712458
416_2014-09-01,0.0052254035373631
417_2014-09-01,0.0082338306658663
418_2014-09-01,0.0232463103534321
419_2014-09-01,0.0312369283586659
420_2014-09-01,0.0342191986229873
421_2014-09-01,0.0806312800138859
422_2014-09-01,0.0595071784926069
423_2014-09-01,0.0609830627381444
424_2014-09-01,0.0227451613797526
425_2014-09-01,0.005839952750021
426_2014-09-01,0.0006147659549846
427_2014-09-01,0.0134614874654362
428_2014-09-01,0.0018875156388987
429_2014-09-01,0.003587110989505
430_2014-09-01,0.0
431_2014-09-01,0.0
432_2014-09-01,0.0
433_2014-09-01,0.0015260164101006
434_2014-09-01,0.0015260164101006
435_2014-09-01,0.0020406367558094
436_2014-09-01,0.0024589748967592
437_2014-09-01,0.0110659739383053
438_2014-09-01,0.0013102779066894
439_2014-09-01,0.0125406812757648
440_2014-09-01,0.0042779910679307
441_2014-09-01,0.0251432304693668
442_2014-09-01,0.0082991403127275
443_2014-09-01,0.0116024689899728
444_2014-09-01,0.0026965495815615
445_2014-09-01,0.0012295230173941
446_2014-09-01,0.0
447_2014-09-01,0.0
448_2014-09-01,0.0
449_2014-09-01,0.0
450_2014-09-01,0.0
451_2014-09-01,0.0
452_2014-09-01,0.0012294755924987
453_2014-09-01,0.0024591646073172
454_2014-09-01,0.0068572158666983
455_2014-09-01,0.0189827877338649
456_2014-09-01,0.0252820805193584
457_2014-09-01,0.0106191532882611
458_2014-09-01,0.0
459_2014-09-01,0.0024591646073172
460_2014-09-01,0.0010751703156564997
461_2014-09-01,0.0014042895319557
462_2014-09-01,0.000183248868954
463_2014-09-01,0.004610594603977
464_2014-09-01,0.0001723678643621
465_2014-09-01,0.0
466_2014-09-01,0.0003013424202135
467_2014-09-01,4.33933085107537e-05
468_2014-09-01,0.0
469_2014-09-01,0.0
470_2014-09-01,0.0
471_2014-09-01,0.0
472_2014-09-01,0.0012922123712458
473_2014-09-01,0.0086063291474912
474_2014-09-01,0.0086063291474912
475_2014-09-01,0.0004218737946463
476_2014-09-01,0.001665796804129
477_2014-09-01,0.0019285264009237
478_2014-09-01,0.0020551379654495
479_2014-09-01,0.0
480_2014-09-01,0.0
481_2014-09-01,0.0
482_2014-09-01,0.0
483_2014-09-01,0.0
484_2014-09-01,2.410716115275624e-05
485_2014-09-01,0.0009220978026349
486_2014-09-01,0.0
487_2014-09-01,0.0
488_2014-09-01,0.0
489_2014-09-01,0.0006147207540574
490_2014-09-01,0.0009883435723316
491_2014-09-01,0.0043032268174202
492_2014-09-01,0.004696527872374
493_2014-09-01,0.0007099481942726
494_2014-09-01,0.001229469664644
495_2014-09-01,0.0010570939198416
496_2014-09-01,0.0019454854251319
497_2014-09-01,0.0
498_2014-09-01,0.0
499_2014-09-01,0.0
500_2014-09-01,0.0
501_2014-09-01,0.0
502_2014-09-01,0.0
503_2014-09-01,0.0
504_2014-09-01,0.0
505_2014-09-01,0.0
506_2014-09-01,0.0
507_2014-09-01,0.0
508_2014-09-01,8.196573109213309e-05
509_2014-09-01,0.0006147563214428
510_2014-09-01,0.0010570939198416
511_2014-09-01,0.0010570939198416
512_2014-09-01,0.0
513_2014-09-01,0.0
514_2014-09-01,0.0
515_2014-09-01,0.0
516_2014-09-01,0.0
517_2014-09-01,0.0
518_2014-09-01,0.0
519_2014-09-01,0.0
520_2014-09-01,0.0
521_2014-09-01,0.0
522_2014-09-01,8.196573109213309e-05
523_2014-09-01,0.0
524_2014-09-01,0.0
525_2014-09-01,0.0
526_2014-09-01,0.0
527_2014-09-01,0.0
528_2014-09-01,0.0
529_2014-09-01,0.0
530_2014-09-01,0.0
531_2014-09-01,0.0
532_2014-09-01,0.0003073714915954
0_2014-10-01,0.0186470689628155
1_2014-10-01,0.0178951771256097
2_2014-10-01,0.0114377804751337
3_2014-10-01,0.0640206748496577
4_2014-10-01,0.0747833989846149
5_2014-10-01,0.0165979204987331
6_2014-10-01,0.0617298533926528
7_2014-10-01,0.0676562306003802
8_2014-10-01,0.0640206748496577
9_2014-10-01,0.0214919349491963
10_2014-10-01,0.029163989735047
11_2014-10-01,0.0261760604040679
12_2014-10-01,0.031195909491965
13_2014-10-01,0.0165979004921512
14_2014-10-01,0.0116032801626821
15_2014-10-01,0.069496375475214
16_2014-10-01,0.060648688916453
17_2014-10-01,0.069496375475214
18_2014-10-01,0.08985294117647051
19_2014-10-01,0.0836065534249745
20_2014-10-01,0.1140958690756894
21_2014-10-01,0.0402652771198484
22_2014-10-01,0.0305196378482564
23_2014-10-01,0.023985911486333295
24_2014-10-01,0.014844396014493598
25_2014-10-01,0.0221053545125587
26_2014-10-01,0.0148443960144936
27_2014-10-01,0.0125406812757648
28_2014-10-01,0.0223031439546741
29_2014-10-01,0.0437134372213617
30_2014-10-01,0.0720506462776505
31_2014-10-01,0.0714184120188227
32_2014-10-01,0.0513422911827422
33_2014-10-01,0.056556286281846
34_2014-10-01,0.0550922946002174
35_2014-10-01,0.0815924823684975
36_2014-10-01,0.081958242229781
37_2014-10-01,0.1133197368452772
38_2014-10-01,0.0293769157613444
39_2014-10-01,0.0221309608043326
40_2014-10-01,0.0190928946467573
41_2014-10-01,0.0058398260467089
42_2014-10-01,0.0039958149413344
43_2014-10-01,0.0285846184257788
44_2014-10-01,0.0242824063750206
45_2014-10-01,0.0630688509256503
46_2014-10-01,0.0625790283833188
47_2014-10-01,0.0720506462776505
48_2014-10-01,0.0867817906986275
49_2014-10-01,0.0912495690600808
50_2014-10-01,0.04635128570757
51_2014-10-01,0.0867817906986275
52_2014-10-01,0.0714184120188227
53_2014-10-01,0.0740538507713113
54_2014-10-01,0.0866769844943299
55_2014-10-01,0.0625790283833188
56_2014-10-01,0.0282143941987338
57_2014-10-01,0.0370160990921057
58_2014-10-01,0.0169126235359207
59_2014-10-01,0.0046104945704646
60_2014-10-01,0.0027664301238324
61_2014-10-01,0.007382004255139599
62_2014-10-01,0.0049178549473861
63_2014-10-01,0.0094595930253581
64_2014-10-01,0.0257739419055108
65_2014-10-01,0.0310094986123376
66_2014-10-01,0.0249916830995762
67_2014-10-01,0.0262520943575897
68_2014-10-01,0.0262520943575897
69_2014-10-01,0.0408169907067005
70_2014-10-01,0.0900885698168335
71_2014-10-01,0.0747833989846149
72_2014-10-01,0.0396552929575902
73_2014-10-01,0.0747833989846149
74_2014-10-01,0.0356360699800521
75_2014-10-01,0.052933745729983
76_2014-10-01,0.0443034388986459
77_2014-10-01,0.0403272658022182
78_2014-10-01,0.0318480320541564
79_2014-10-01,0.0200031821874645
80_2014-10-01,0.0039957764100932
81_2014-10-01,0.0027664301238324
82_2014-10-01,0.0015367981804309
83_2014-10-01,0.0172122018600749
84_2014-10-01,0.0181035127010262
85_2014-10-01,0.0228283312862286
86_2014-10-01,0.0133945522552679
87_2014-10-01,0.0133945522552679
88_2014-10-01,0.0170243594318061
89_2014-10-01,0.0245889783520563
90_2014-10-01,0.0249542571579411
91_2014-10-01,0.0295956352133933
92_2014-10-01,0.0322187504520534
93_2014-10-01,0.0253770579535633
94_2014-10-01,0.0221301605400916
95_2014-10-01,0.0328488929228788
96_2014-10-01,0.0199795081967213
97_2014-10-01,0.0186386987746167
98_2014-10-01,0.0149590704884419
99_2014-10-01,0.026259392560200302
100_2014-10-01,0.004490278095881
101_2014-10-01,0.0018442400646086
102_2014-10-01,0.0003073800133077
103_2014-10-01,0.00491803871509
104_2014-10-01,0.0043031334525835
105_2014-10-01,0.0075421890067502
106_2014-10-01,0.014204213289811
107_2014-10-01,0.0228283312862286
108_2014-10-01,0.0205738847023542
109_2014-10-01,0.0133945522552679
110_2014-10-01,0.0119066130037378
111_2014-10-01,0.0093162011981244
112_2014-10-01,0.0226147856169915
113_2014-10-01,0.018959939443906
114_2014-10-01,0.0246414322448054
115_2014-10-01,0.039715046829233
116_2014-10-01,0.0408169907067005
117_2014-10-01,0.0235281212821072
118_2014-10-01,0.036930828526829
119_2014-10-01,0.0356360699800521
120_2014-10-01,0.0255058069104343
121_2014-10-01,0.0226147856169915
122_2014-10-01,0.0126173192506033
123_2014-10-01,0.0226147856169915
124_2014-10-01,0.0171576249816177
125_2014-10-01,0.0039957908592215
126_2014-10-01,0.0
127_2014-10-01,0.0110649735730342
128_2014-10-01,0.0248775948564527
129_2014-10-01,0.0236682895547323
130_2014-10-01,0.0169126235359207
131_2014-10-01,0.0130135632283665
132_2014-10-01,0.0211828859060402
133_2014-10-01,0.0162906694181404
134_2014-10-01,0.0211828859060402
135_2014-10-01,0.0179810847233707
136_2014-10-01,0.0144881768280776
137_2014-10-01,0.0076842224531172
138_2014-10-01,0.0219282173921428
139_2014-10-01,0.0196710878400856
140_2014-10-01,0.0239749474455651
141_2014-10-01,0.0382228329325546
142_2014-10-01,0.0338946277256126
143_2014-10-01,0.0316625362814962
144_2014-10-01,0.0316625362814962
145_2014-10-01,0.0092213114754098
146_2014-10-01,0.0261782502832622
147_2014-10-01,0.0238858032726816
148_2014-10-01,0.0200031821874645
149_2014-10-01,0.0318681159734727
150_2014-10-01,0.01820954355596
151_2014-10-01,0.0094076608854651
152_2014-10-01,0.021487075330123
153_2014-10-01,0.0397421958434082
154_2014-10-01,0.028585652087964
155_2014-10-01,0.0138448094018381
156_2014-10-01,0.0190570784209022
157_2014-10-01,0.014204213289811
158_2014-10-01,0.0235580857970441
159_2014-10-01,0.014204213289811
160_2014-10-01,0.0139220533763088
161_2014-10-01,0.014204213289810998
162_2014-10-01,0.0103291489572007
163_2014-10-01,0.0130135632283665
164_2014-10-01,0.0074141484758265
165_2014-10-01,0.0052880651491554
166_2014-10-01,0.0079923813197675
167_2014-10-01,0.0169054931703012
168_2014-10-01,0.0151394422310757
169_2014-10-01,0.0219282173921428
170_2014-10-01,0.0179810847233707
171_2014-10-01,0.0403452515852159
172_2014-10-01,0.0309433807611269
173_2014-10-01,0.0282143941987338
174_2014-10-01,0.036930828526829
175_2014-10-01,0.0320310993249759
176_2014-10-01,0.0329474954286465
177_2014-10-01,0.033482516841906
178_2014-10-01,0.0238858032726816
179_2014-10-01,0.0264190697517441
180_2014-10-01,0.0230809472494039
181_2014-10-01,0.0211828859060402
182_2014-10-01,0.0196713012348804
183_2014-10-01,0.0497937614961994
184_2014-10-01,0.0160337695148645
185_2014-10-01,0.006923760286497
186_2014-10-01,0.012721624954346
187_2014-10-01,0.0087112906861392
188_2014-10-01,0.0219282173921428
189_2014-10-01,0.0172122018600749
190_2014-10-01,0.0178478873511068
191_2014-10-01,0.0162906694181404
192_2014-10-01,0.0061470964009353
193_2014-10-01,0.0027663667659906
194_2014-10-01,0.0033810986340602
195_2014-10-01,0.0089139881508446
196_2014-10-01,0.0126173192506033
197_2014-10-01,0.0151394422310757
198_2014-10-01,0.0147112886992472
199_2014-10-01,0.0162906694181404
200_2014-10-01,0.0335030887449148
201_2014-10-01,0.0289295895182821
202_2014-10-01,0.0228692032964052
203_2014-10-01,0.0171576249816177
204_2014-10-01,0.0457245485885104
205_2014-10-01,0.0501799632118069
206_2014-10-01,0.033482516841906
207_2014-10-01,0.0281436158543494
208_2014-10-01,0.033482516841906
209_2014-10-01,0.030900968879653
210_2014-10-01,0.0233792939684651
211_2014-10-01,0.0068750640318682
212_2014-10-01,0.0481650906154133
213_2014-10-01,0.0494893998640328
214_2014-10-01,0.0151394422310757
215_2014-10-01,0.0067190221616832
216_2014-10-01,0.0089743403040717
217_2014-10-01,0.0151394422310757
218_2014-10-01,0.0111544775813563
219_2014-10-01,0.0125009643015563
220_2014-10-01,0.0089743403040717
221_2014-10-01,0.0089139881508446
222_2014-10-01,0.0109541355839453
223_2014-10-01,0.0117515739683771
224_2014-10-01,0.0089139881508446
225_2014-10-01,0.0109541355839453
226_2014-10-01,0.0226147856169915
227_2014-10-01,0.012915358234234
228_2014-10-01,0.0213522488263193
229_2014-10-01,0.0403272658022182
230_2014-10-01,0.0292751310251057
231_2014-10-01,0.0221242404774159
232_2014-10-01,0.036930828526829
233_2014-10-01,0.05506983629124499
234_2014-10-01,0.0635921481651127
235_2014-10-01,0.0531996832319024
236_2014-10-01,0.0233792939684651
237_2014-10-01,0.0039414923430183
238_2014-10-01,0.0230809472494039
239_2014-10-01,0.0062617898232355
240_2014-10-01,0.015098114844993
241_2014-10-01,0.0117515739683771
242_2014-10-01,0.002049170447587
243_2014-10-01,0.0017790916681229001
244_2014-10-01,0.0067619445954464
245_2014-10-01,0.0092217227624665
246_2014-10-01,0.0112136487571328
247_2014-10-01,0.0046904665754531
248_2014-10-01,0.0109541355839453
249_2014-10-01,0.0024589511849975
250_2014-10-01,0.0041669881005187
251_2014-10-01,0.0073267491438263
252_2014-10-01,0.0067618712424004
253_2014-10-01,0.0141384580522918
254_2014-10-01,0.0145762544341682
255_2014-10-01,0.0193921744234962
256_2014-10-01,0.0239845993244725
257_2014-10-01,0.0262593925602003
258_2014-10-01,0.0228692032964052
259_2014-10-01,0.0221242404774159
260_2014-10-01,0.0318681159734727
261_2014-10-01,0.031428134044192
262_2014-10-01,0.0370922152512852
263_2014-10-01,0.0064546379376015
264_2014-10-01,0.0086063291474912
265_2014-10-01,0.0006147207540574
266_2014-10-01,0.014200032302934
267_2014-10-01,0.0170785628355621
268_2014-10-01,9.6429690701767e-06
269_2014-10-01,0.0
270_2014-10-01,0.0009220655715179
271_2014-10-01,0.002505963566496
272_2014-10-01,0.003260678269297
273_2014-10-01,0.0020406711915808
274_2014-10-01,0.0015790495086263
275_2014-10-01,0.0024590134293473
276_2014-10-01,0.0043079860466573
277_2014-10-01,0.0095050617316691
278_2014-10-01,0.0179810847233707
279_2014-10-01,0.0145762544341682
280_2014-10-01,0.0125009643015563
281_2014-10-01,0.0120517218725854
282_2014-10-01,0.0175203439700966
283_2014-10-01,0.023528206364513
284_2014-10-01,0.0226147856169915
285_2014-10-01,0.0165976604169303
286_2014-10-01,0.0355262095291819
287_2014-10-01,0.0477654109382646
288_2014-10-01,0.0281436158543494
289_2014-10-01,0.0134753345932811
290_2014-10-01,0.0054927901855398
291_2014-10-01,0.0
292_2014-10-01,0.0
293_2014-10-01,0.0021516185957705
294_2014-10-01,0.0076840094257182
295_2014-10-01,0.0288554599505596
296_2014-10-01,0.0
297_2014-10-01,9.6429690701767e-06
298_2014-10-01,0.0027663667659906
299_2014-10-01,0.003260678269297
300_2014-10-01,0.0033812698144822
301_2014-10-01,0.0022516305638357
302_2014-10-01,0.002049170447587
303_2014-10-01,0.0106753586780684
304_2014-10-01,0.011784278386247
305_2014-10-01,0.0132932494690173
306_2014-10-01,0.0193921744234962
307_2014-10-01,0.0182427244268561
308_2014-10-01,0.0216396106244184
309_2014-10-01,0.0187492993873179
310_2014-10-01,0.0240201727022453
311_2014-10-01,0.0248974809607498
312_2014-10-01,0.0390851368486011
313_2014-10-01,0.0390851368486011
314_2014-10-01,0.033482516841906
315_2014-10-01,0.0390851368486011
316_2014-10-01,0.0077130583198333
317_2014-10-01,0.0037318605180969
318_2014-10-01,0.0
319_2014-10-01,0.0
320_2014-10-01,0.0
321_2014-10-01,0.0033809845234077
322_2014-10-01,0.0109253917724471
323_2014-10-01,0.0024589511849975
324_2014-10-01,0.0032606782692969996
325_2014-10-01,0.0024590134293473
326_2014-10-01,0.0021226790355009
327_2014-10-01,0.001536770395655
328_2014-10-01,0.0027662567303207
329_2014-10-01,0.0153680929462261
330_2014-10-01,0.0138448094018381
331_2014-10-01,0.0193921744234962
332_2014-10-01,0.0230809472494039
333_2014-10-01,0.0193641938998871
334_2014-10-01,0.031376226632064
335_2014-10-01,0.0540975129367548
336_2014-10-01,0.056629517934328
337_2014-10-01,0.019392174423496198
338_2014-10-01,0.0145762544341682
339_2014-10-01,0.0129484400878497
340_2014-10-01,0.0221310941873332
341_2014-10-01,0.0244124120938597
342_2014-10-01,0.0036885646059323
343_2014-10-01,0.0012295304278645
344_2014-10-01,0.0
345_2014-10-01,0.0
346_2014-10-01,0.0
347_2014-10-01,0.0
